gene_name,lfc_ctrl,lfc,compare
GATA6,1.587,1.056,"GCN1 sgRNA 1,2"
MCEE,1.063,1.055,"GCN1 sgRNA 1,2"
ZNF212,0.659,1.055,"GCN1 sgRNA 1,2"
SMAD7,1.423,1.055,"GCN1 sgRNA 1,2"
ACTN2,0.839,1.054,"GCN1 sgRNA 1,2"
SQSTM1,-0.274,1.054,"GCN1 sgRNA 1,2"
MTRF1L,0.632,1.052,"GCN1 sgRNA 1,2"
ZC3H12C,1.215,1.052,"GCN1 sgRNA 1,2"
ZNF226,0.832,1.052,"GCN1 sgRNA 1,2"
MSX2,2.041,1.05,"GCN1 sgRNA 1,2"
HEY2,1.74,1.048,"GCN1 sgRNA 1,2"
KLHL15,0.649,1.048,"GCN1 sgRNA 1,2"
NDOR1,0.804,1.047,"GCN1 sgRNA 1,2"
RPRD2,0.989,1.045,"GCN1 sgRNA 1,2"
KMT2A,0.507,1.045,"GCN1 sgRNA 1,2"
TRAIP,1.02,1.044,"GCN1 sgRNA 1,2"
AKAP10,0.601,1.042,"GCN1 sgRNA 1,2"
ZNF317,0.716,1.042,"GCN1 sgRNA 1,2"
CRCP,1.147,1.041,"GCN1 sgRNA 1,2"
ZKSCAN2,0.83,1.039,"GCN1 sgRNA 1,2"
CEP152,0.908,1.038,"GCN1 sgRNA 1,2"
ZNF460,0.284,1.038,"GCN1 sgRNA 1,2"
ZNF529,0.425,1.037,"GCN1 sgRNA 1,2"
EP300,0.614,1.037,"GCN1 sgRNA 1,2"
DOLPP1,0.829,1.034,"GCN1 sgRNA 1,2"
CGRRF1,1.091,1.034,"GCN1 sgRNA 1,2"
LUZP1,0.748,1.033,"GCN1 sgRNA 1,2"
TMEM222,0.563,1.033,"GCN1 sgRNA 1,2"
CDC6,0.801,1.032,"GCN1 sgRNA 1,2"
DNAJB2,1.117,1.031,"GCN1 sgRNA 1,2"
NAA16,1.492,1.031,"GCN1 sgRNA 1,2"
PLA2G6,0.823,1.031,"GCN1 sgRNA 1,2"
SAP30BP,0.585,1.03,"GCN1 sgRNA 1,2"
GON4L,0.823,1.029,"GCN1 sgRNA 1,2"
CDC25A,0.788,1.028,"GCN1 sgRNA 1,2"
CEP85L,1.23,1.028,"GCN1 sgRNA 1,2"
INTS6,0.975,1.028,"GCN1 sgRNA 1,2"
IGHMBP2,0.778,1.027,"GCN1 sgRNA 1,2"
YEATS2,0.851,1.024,"GCN1 sgRNA 1,2"
DPF1,1.132,1.024,"GCN1 sgRNA 1,2"
PBLD,0.713,1.023,"GCN1 sgRNA 1,2"
TRAF4,0.279,1.023,"GCN1 sgRNA 1,2"
RBAK,0.935,1.022,"GCN1 sgRNA 1,2"
AMBRA1,0.39,1.022,"GCN1 sgRNA 1,2"
USP36,0.811,1.022,"GCN1 sgRNA 1,2"
CDX2,1.115,1.02,"GCN1 sgRNA 1,2"
EMC9,0.74,1.019,"GCN1 sgRNA 1,2"
HAUS2,0.864,1.019,"GCN1 sgRNA 1,2"
C1orf226,1.146,1.018,"GCN1 sgRNA 1,2"
DCP1A,0.677,1.017,"GCN1 sgRNA 1,2"
ZC3H3,0.87,1.016,"GCN1 sgRNA 1,2"
TRMO,0.818,1.016,"GCN1 sgRNA 1,2"
P2RX4,1.389,1.016,"GCN1 sgRNA 1,2"
METTL25B,0.998,1.015,"GCN1 sgRNA 1,2"
BRD9,0.732,1.014,"GCN1 sgRNA 1,2"
KDM7A,1.312,1.014,"GCN1 sgRNA 1,2"
NUDT16L1,0.898,1.013,"GCN1 sgRNA 1,2"
ZIC5,1.417,1.011,"GCN1 sgRNA 1,2"
ANKS3,0.728,1.011,"GCN1 sgRNA 1,2"
MTERF4,0.652,1.01,"GCN1 sgRNA 1,2"
UNCX,1.118,1.01,"GCN1 sgRNA 1,2"
RASEF,1.012,1.01,"GCN1 sgRNA 1,2"
NFIL3,1.193,1.01,"GCN1 sgRNA 1,2"
SRP19,0.419,1.009,"GCN1 sgRNA 1,2"
NXF1,0.309,1.009,"GCN1 sgRNA 1,2"
ZGRF1,0.939,1.008,"GCN1 sgRNA 1,2"
ZNF586,1.445,1.007,"GCN1 sgRNA 1,2"
ZNF136,0.667,1.007,"GCN1 sgRNA 1,2"
RAPH1,1.043,1.006,"GCN1 sgRNA 1,2"
H2AC16,0.455,1.005,"GCN1 sgRNA 1,2"
ZBTB6,0.907,1.005,"GCN1 sgRNA 1,2"
SLC7A6OS,1.095,1.005,"GCN1 sgRNA 1,2"
RANBP10,0.542,1.005,"GCN1 sgRNA 1,2"
ZNF653,0.339,1.005,"GCN1 sgRNA 1,2"
FAM214A,0.817,1.004,"GCN1 sgRNA 1,2"
FBXW4,1.076,1.003,"GCN1 sgRNA 1,2"
KRCC1,1.695,1.002,"GCN1 sgRNA 1,2"
TMEM187,0.908,1.002,"GCN1 sgRNA 1,2"
PRDM2,0.498,1.001,"GCN1 sgRNA 1,2"
GTF2B,0.486,1,"GCN1 sgRNA 1,2"
SPTY2D1,0.81,0.999,"GCN1 sgRNA 1,2"
CENPC,0.34,0.997,"GCN1 sgRNA 1,2"
RFWD3,0.775,0.997,"GCN1 sgRNA 1,2"
IP6K2,0.219,0.996,"GCN1 sgRNA 1,2"
DMTF1,0.827,0.996,"GCN1 sgRNA 1,2"
SUV39H1,0.563,0.996,"GCN1 sgRNA 1,2"
ZNF473,1.262,0.995,"GCN1 sgRNA 1,2"
OTUD7B,0.808,0.993,"GCN1 sgRNA 1,2"
MIS12,0.7,0.993,"GCN1 sgRNA 1,2"
ZSCAN20,0.908,0.989,"GCN1 sgRNA 1,2"
ZC3H8,1.314,0.989,"GCN1 sgRNA 1,2"
ZNF48,1.343,0.989,"GCN1 sgRNA 1,2"
HAUS8,0.349,0.989,"GCN1 sgRNA 1,2"
TNPO2,0.293,0.989,"GCN1 sgRNA 1,2"
TBC1D22B,0.822,0.988,"GCN1 sgRNA 1,2"
TRIM4,1.042,0.987,"GCN1 sgRNA 1,2"
PTRH2,0.095,0.987,"GCN1 sgRNA 1,2"
MDM1,1.581,0.986,"GCN1 sgRNA 1,2"
ADCK1,0.662,0.986,"GCN1 sgRNA 1,2"
REXO5,0.904,0.986,"GCN1 sgRNA 1,2"
FBXL12,0.672,0.986,"GCN1 sgRNA 1,2"
ARHGAP10,1.202,0.984,"GCN1 sgRNA 1,2"
CEP72,0.494,0.984,"GCN1 sgRNA 1,2"
TBX3,1.489,0.983,"GCN1 sgRNA 1,2"
THAP3,0.781,0.982,"GCN1 sgRNA 1,2"
ERC2,1.131,0.981,"GCN1 sgRNA 1,2"
SLF1,1.214,0.98,"GCN1 sgRNA 1,2"
BRAF,0.64,0.98,"GCN1 sgRNA 1,2"
ZNF84,1.006,0.98,"GCN1 sgRNA 1,2"
PCNX2,1.143,0.978,"GCN1 sgRNA 1,2"
SDCCAG8,0.793,0.978,"GCN1 sgRNA 1,2"
PRPF38B,0.906,0.978,"GCN1 sgRNA 1,2"
UTP3,0.595,0.978,"GCN1 sgRNA 1,2"
CLK3,0.961,0.977,"GCN1 sgRNA 1,2"
PRSS27,1.818,0.977,"GCN1 sgRNA 1,2"
ARFRP1,0.917,0.976,"GCN1 sgRNA 1,2"
CSPP1,0.983,0.974,"GCN1 sgRNA 1,2"
PUS1,0.617,0.974,"GCN1 sgRNA 1,2"
SNAPC5,0.465,0.974,"GCN1 sgRNA 1,2"
TBCC,0.936,0.971,"GCN1 sgRNA 1,2"
ERCC6L2,0.649,0.971,"GCN1 sgRNA 1,2"
DHX37,0.296,0.971,"GCN1 sgRNA 1,2"
TEPSIN,0.85,0.971,"GCN1 sgRNA 1,2"
TRPS1,0.898,0.969,"GCN1 sgRNA 1,2"
NRDE2,0.465,0.969,"GCN1 sgRNA 1,2"
DNAL4,0.825,0.969,"GCN1 sgRNA 1,2"
TSC22D2,0.7,0.968,"GCN1 sgRNA 1,2"
FKBP15,0.867,0.968,"GCN1 sgRNA 1,2"
ZNF644,1.082,0.967,"GCN1 sgRNA 1,2"
DNAJC27,1.165,0.967,"GCN1 sgRNA 1,2"
HOXC4,1.241,0.966,"GCN1 sgRNA 1,2"
CA5B,1.522,0.965,"GCN1 sgRNA 1,2"
ORC1,1.13,0.964,"GCN1 sgRNA 1,2"
PIM1,0.592,0.962,"GCN1 sgRNA 1,2"
VAX2,0.413,0.961,"GCN1 sgRNA 1,2"
RND3,0.187,0.959,"GCN1 sgRNA 1,2"
WNK4,1.341,0.959,"GCN1 sgRNA 1,2"
HMGXB3,0.343,0.958,"GCN1 sgRNA 1,2"
NSUN6,1.068,0.958,"GCN1 sgRNA 1,2"
TIAM2,0.735,0.955,"GCN1 sgRNA 1,2"
NKTR,0.97,0.954,"GCN1 sgRNA 1,2"
FAM222A,0.845,0.954,"GCN1 sgRNA 1,2"
TMEM87A,0.75,0.954,"GCN1 sgRNA 1,2"
ZNF507,0.824,0.954,"GCN1 sgRNA 1,2"
GCC1,0.744,0.953,"GCN1 sgRNA 1,2"
TSTD2,0.876,0.953,"GCN1 sgRNA 1,2"
ZNF213,0.873,0.953,"GCN1 sgRNA 1,2"
HEXD,0.497,0.953,"GCN1 sgRNA 1,2"
TRMT61A,0.851,0.952,"GCN1 sgRNA 1,2"
MORC3,0.782,0.951,"GCN1 sgRNA 1,2"
ZNF346,0.745,0.95,"GCN1 sgRNA 1,2"
DDX20,1.042,0.949,"GCN1 sgRNA 1,2"
FAM219A,0.496,0.949,"GCN1 sgRNA 1,2"
POLD3,0.774,0.949,"GCN1 sgRNA 1,2"
MYEF2,0.32,0.949,"GCN1 sgRNA 1,2"
METTL1,0.407,0.948,"GCN1 sgRNA 1,2"
CREBBP,0.516,0.948,"GCN1 sgRNA 1,2"
CITED2,0.579,0.946,"GCN1 sgRNA 1,2"
ZFAND2A,0.264,0.945,"GCN1 sgRNA 1,2"
CEP192,1.24,0.945,"GCN1 sgRNA 1,2"
AOC2,0.754,0.943,"GCN1 sgRNA 1,2"
CHD6,0.747,0.943,"GCN1 sgRNA 1,2"
DCAF10,0.834,0.942,"GCN1 sgRNA 1,2"
SIRT1,0.977,0.941,"GCN1 sgRNA 1,2"
MARCHF7,1.182,0.939,"GCN1 sgRNA 1,2"
ATP9B,0.86,0.939,"GCN1 sgRNA 1,2"
ID2,0.141,0.938,"GCN1 sgRNA 1,2"
HYLS1,0.856,0.938,"GCN1 sgRNA 1,2"
MCM10,0.96,0.938,"GCN1 sgRNA 1,2"
MED15,0.58,0.938,"GCN1 sgRNA 1,2"
RYR2,0.818,0.937,"GCN1 sgRNA 1,2"
PSTK,0.896,0.937,"GCN1 sgRNA 1,2"
FSD1L,2.149,0.936,"GCN1 sgRNA 1,2"
FOXO3B,0.309,0.936,"GCN1 sgRNA 1,2"
FAM110A,0.854,0.936,"GCN1 sgRNA 1,2"
RELT,-0.178,0.935,"GCN1 sgRNA 1,2"
ZIC2,0.744,0.935,"GCN1 sgRNA 1,2"
AGAP9,0.665,0.934,"GCN1 sgRNA 1,2"
KCTD5,0.76,0.934,"GCN1 sgRNA 1,2"
SLC12A4,0.867,0.934,"GCN1 sgRNA 1,2"
ZNF646,0.541,0.931,"GCN1 sgRNA 1,2"
ZNF341,0.46,0.931,"GCN1 sgRNA 1,2"
HOXA5,0.949,0.93,"GCN1 sgRNA 1,2"
TMEM101,0.791,0.93,"GCN1 sgRNA 1,2"
CEP95,1.008,0.928,"GCN1 sgRNA 1,2"
DGKQ,0.767,0.927,"GCN1 sgRNA 1,2"
TASP1,0.99,0.927,"GCN1 sgRNA 1,2"
SCAF8,0.835,0.926,"GCN1 sgRNA 1,2"
BAZ2B,0.375,0.925,"GCN1 sgRNA 1,2"
KLHL28,0.794,0.925,"GCN1 sgRNA 1,2"
SNAPC1,1.152,0.925,"GCN1 sgRNA 1,2"
LUC7L,0.601,0.925,"GCN1 sgRNA 1,2"
PTCD1,0.288,0.924,"GCN1 sgRNA 1,2"
GARRE1,0.748,0.924,"GCN1 sgRNA 1,2"
HOXC8,1.008,0.922,"GCN1 sgRNA 1,2"
ARL4D,0.181,0.921,"GCN1 sgRNA 1,2"
BRSK1,0.806,0.92,"GCN1 sgRNA 1,2"
NVL,0.803,0.919,"GCN1 sgRNA 1,2"
MED19,0.306,0.919,"GCN1 sgRNA 1,2"
ATG101,0.438,0.919,"GCN1 sgRNA 1,2"
TRMT5,0.555,0.919,"GCN1 sgRNA 1,2"
ZNF417,1.646,0.919,"GCN1 sgRNA 1,2"
BDP1,0.697,0.917,"GCN1 sgRNA 1,2"
PTCD2,1.111,0.917,"GCN1 sgRNA 1,2"
GPATCH8,0.936,0.917,"GCN1 sgRNA 1,2"
RECQL5,0.924,0.917,"GCN1 sgRNA 1,2"
TGFB3,1.314,0.916,"GCN1 sgRNA 1,2"
PPAN,0.661,0.916,"GCN1 sgRNA 1,2"
RAD52,1.408,0.915,"GCN1 sgRNA 1,2"
TNRC6B,0.449,0.915,"GCN1 sgRNA 1,2"
DIS3L2,0.661,0.914,"GCN1 sgRNA 1,2"
NKX2-4,1.683,0.914,"GCN1 sgRNA 1,2"
ZNF593,0.286,0.913,"GCN1 sgRNA 1,2"
GINS3,0.686,0.913,"GCN1 sgRNA 1,2"
FBF1,0.872,0.913,"GCN1 sgRNA 1,2"
UBAP2,0.534,0.912,"GCN1 sgRNA 1,2"
DNHD1,0.434,0.912,"GCN1 sgRNA 1,2"
THAP10,1.24,0.912,"GCN1 sgRNA 1,2"
ZNF180,1.222,0.912,"GCN1 sgRNA 1,2"
SEMA3G,1.094,0.911,"GCN1 sgRNA 1,2"
RBM33,0.395,0.908,"GCN1 sgRNA 1,2"
NRF1,0.559,0.908,"GCN1 sgRNA 1,2"
PIDD1,1.271,0.906,"GCN1 sgRNA 1,2"
TTC17,0.73,0.905,"GCN1 sgRNA 1,2"
ZNF391,1.328,0.904,"GCN1 sgRNA 1,2"
DENND5A,0.236,0.904,"GCN1 sgRNA 1,2"
PIGQ,0.518,0.904,"GCN1 sgRNA 1,2"
DNMBP,1.301,0.903,"GCN1 sgRNA 1,2"
ERF,0.698,0.903,"GCN1 sgRNA 1,2"
HAUS5,0.675,0.902,"GCN1 sgRNA 1,2"
MTPAP,0.659,0.901,"GCN1 sgRNA 1,2"
RUFY2,1,0.901,"GCN1 sgRNA 1,2"
POFUT2,0.702,0.901,"GCN1 sgRNA 1,2"
SMYD4,1.28,0.9,"GCN1 sgRNA 1,2"
ZNF142,0.488,0.899,"GCN1 sgRNA 1,2"
CDK9,0.769,0.899,"GCN1 sgRNA 1,2"
S100A13,0.06,0.897,"GCN1 sgRNA 1,2"
ZMYM5,1.461,0.897,"GCN1 sgRNA 1,2"
PAX3,1.32,0.896,"GCN1 sgRNA 1,2"
CDC45,0.527,0.896,"GCN1 sgRNA 1,2"
GOSR1,0.624,0.895,"GCN1 sgRNA 1,2"
PPP1R37,0.789,0.894,"GCN1 sgRNA 1,2"
ZSCAN26,1.061,0.893,"GCN1 sgRNA 1,2"
ENDOV,0.293,0.892,"GCN1 sgRNA 1,2"
TOM1,0.51,0.892,"GCN1 sgRNA 1,2"
TRIM66,0.958,0.891,"GCN1 sgRNA 1,2"
ZNF280C,0.943,0.889,"GCN1 sgRNA 1,2"
ITFG2,0.847,0.889,"GCN1 sgRNA 1,2"
EIF2B2,0.414,0.889,"GCN1 sgRNA 1,2"
TADA2A,1.377,0.889,"GCN1 sgRNA 1,2"
ZEB2,0.831,0.888,"GCN1 sgRNA 1,2"
BACH2,0.447,0.886,"GCN1 sgRNA 1,2"
ADCK5,1.047,0.886,"GCN1 sgRNA 1,2"
ATF4,0.37,0.886,"GCN1 sgRNA 1,2"
ALAS1,0.753,0.885,"GCN1 sgRNA 1,2"
PAQR6,-0.018,0.884,"GCN1 sgRNA 1,2"
ATF6,0.427,0.884,"GCN1 sgRNA 1,2"
MECR,0.568,0.883,"GCN1 sgRNA 1,2"
LATS1,0.617,0.883,"GCN1 sgRNA 1,2"
HCFC2,0.995,0.883,"GCN1 sgRNA 1,2"
ZNF407,0.469,0.883,"GCN1 sgRNA 1,2"
CLCN6,0.971,0.882,"GCN1 sgRNA 1,2"
IRAK2,1.681,0.882,"GCN1 sgRNA 1,2"
ZNF585B,1.002,0.882,"GCN1 sgRNA 1,2"
ZNF566,1.422,0.882,"GCN1 sgRNA 1,2"
MTMR9,0.362,0.881,"GCN1 sgRNA 1,2"
DNTTIP1,0.407,0.881,"GCN1 sgRNA 1,2"
TMEM79,1.6,0.88,"GCN1 sgRNA 1,2"
GPATCH3,0.729,0.88,"GCN1 sgRNA 1,2"
NEIL3,1.249,0.88,"GCN1 sgRNA 1,2"
ZSCAN9,0.881,0.879,"GCN1 sgRNA 1,2"
TRMT10B,1.003,0.878,"GCN1 sgRNA 1,2"
ARID4A,1.201,0.878,"GCN1 sgRNA 1,2"
CCP110,0.557,0.876,"GCN1 sgRNA 1,2"
MED26,0.732,0.876,"GCN1 sgRNA 1,2"
XAB2,0.488,0.876,"GCN1 sgRNA 1,2"
RIOK1,0.481,0.875,"GCN1 sgRNA 1,2"
TOGARAM1,0.979,0.875,"GCN1 sgRNA 1,2"
SPECC1L,0.887,0.875,"GCN1 sgRNA 1,2"
C19orf25,0.579,0.874,"GCN1 sgRNA 1,2"
PPP3CC,0.946,0.873,"GCN1 sgRNA 1,2"
NUP214,0.604,0.873,"GCN1 sgRNA 1,2"
ATP13A1,0.393,0.873,"GCN1 sgRNA 1,2"
POGZ,0.739,0.872,"GCN1 sgRNA 1,2"
EFL1,1.041,0.872,"GCN1 sgRNA 1,2"
PITPNM3,0.817,0.872,"GCN1 sgRNA 1,2"
RYBP,1.064,0.871,"GCN1 sgRNA 1,2"
SIPA1L2,0.257,0.87,"GCN1 sgRNA 1,2"
HSF2,1.13,0.87,"GCN1 sgRNA 1,2"
VPS37B,0.164,0.87,"GCN1 sgRNA 1,2"
FAM193B,0.778,0.869,"GCN1 sgRNA 1,2"
KAT7,0.721,0.869,"GCN1 sgRNA 1,2"
SYDE2,1.616,0.868,"GCN1 sgRNA 1,2"
PCGF1,0.557,0.868,"GCN1 sgRNA 1,2"
UTP23,0.99,0.868,"GCN1 sgRNA 1,2"
C2orf42,0.345,0.867,"GCN1 sgRNA 1,2"
FAM184A,1.414,0.867,"GCN1 sgRNA 1,2"
ADNP2,0.429,0.867,"GCN1 sgRNA 1,2"
LRCH4,0.301,0.865,"GCN1 sgRNA 1,2"
ZNF35,0.566,0.864,"GCN1 sgRNA 1,2"
CPSF4,0.506,0.864,"GCN1 sgRNA 1,2"
GAB2,0.713,0.864,"GCN1 sgRNA 1,2"
BAZ1B,0.709,0.863,"GCN1 sgRNA 1,2"
ZNF250,1.038,0.862,"GCN1 sgRNA 1,2"
KMT5B,0.691,0.862,"GCN1 sgRNA 1,2"
IRS2,1.153,0.862,"GCN1 sgRNA 1,2"
ZNF526,0.632,0.862,"GCN1 sgRNA 1,2"
NEK8,1.066,0.861,"GCN1 sgRNA 1,2"
YTHDC1,0.822,0.86,"GCN1 sgRNA 1,2"
DCLRE1C,1.197,0.86,"GCN1 sgRNA 1,2"
ZNF280D,1.037,0.859,"GCN1 sgRNA 1,2"
TPRA1,1.233,0.856,"GCN1 sgRNA 1,2"
SETD2,0.715,0.856,"GCN1 sgRNA 1,2"
TRAF6,1.107,0.856,"GCN1 sgRNA 1,2"
MRM3,0.227,0.856,"GCN1 sgRNA 1,2"
ZNF45,0.646,0.856,"GCN1 sgRNA 1,2"
TRMT13,0.883,0.854,"GCN1 sgRNA 1,2"
INTS12,0.679,0.854,"GCN1 sgRNA 1,2"
TBP,1.078,0.854,"GCN1 sgRNA 1,2"
ERCC4,1.113,0.854,"GCN1 sgRNA 1,2"
RIOK3,0.983,0.854,"GCN1 sgRNA 1,2"
ATAD2B,0.896,0.853,"GCN1 sgRNA 1,2"
HOXB4,0.968,0.853,"GCN1 sgRNA 1,2"
STX5,0.153,0.852,"GCN1 sgRNA 1,2"
KIN,0.585,0.85,"GCN1 sgRNA 1,2"
KLHL26,0.475,0.85,"GCN1 sgRNA 1,2"
CHAMP1,0.9,0.849,"GCN1 sgRNA 1,2"
ZNF678,0.98,0.848,"GCN1 sgRNA 1,2"
TXLNA,0.364,0.848,"GCN1 sgRNA 1,2"
MCPH1,0.705,0.847,"GCN1 sgRNA 1,2"
RNF169,0.777,0.847,"GCN1 sgRNA 1,2"
ANKRD17,0.552,0.846,"GCN1 sgRNA 1,2"
ZBTB43,0.463,0.846,"GCN1 sgRNA 1,2"
ABHD11,0.633,0.845,"GCN1 sgRNA 1,2"
DPP8,1.052,0.845,"GCN1 sgRNA 1,2"
AKAP17A,0.523,0.844,"GCN1 sgRNA 1,2"
ISL2,0.888,0.844,"GCN1 sgRNA 1,2"
ZCCHC12,-1.084,0.843,"GCN1 sgRNA 1,2"
SART1,0.37,0.843,"GCN1 sgRNA 1,2"
KATNIP,0.203,0.842,"GCN1 sgRNA 1,2"
CCDC186,0.573,0.841,"GCN1 sgRNA 1,2"
DDX55,0.456,0.84,"GCN1 sgRNA 1,2"
NLE1,0.639,0.84,"GCN1 sgRNA 1,2"
SAMD11,0.913,0.838,"GCN1 sgRNA 1,2"
FOXC1,0.962,0.838,"GCN1 sgRNA 1,2"
CDC14A,0.864,0.837,"GCN1 sgRNA 1,2"
ZNF282,0.511,0.837,"GCN1 sgRNA 1,2"
ATAD2,1.058,0.837,"GCN1 sgRNA 1,2"
FAM118A,0.697,0.837,"GCN1 sgRNA 1,2"
CLBA1,1.178,0.836,"GCN1 sgRNA 1,2"
PER2,0.455,0.835,"GCN1 sgRNA 1,2"
SCAF4,0.407,0.835,"GCN1 sgRNA 1,2"
CYB5R1,0.431,0.834,"GCN1 sgRNA 1,2"
RBMS3,2.144,0.834,"GCN1 sgRNA 1,2"
BIN3,0.678,0.834,"GCN1 sgRNA 1,2"
INO80D,0.618,0.833,"GCN1 sgRNA 1,2"
STX18,0.71,0.833,"GCN1 sgRNA 1,2"
SIRT6,0.589,0.833,"GCN1 sgRNA 1,2"
OGA,0.873,0.832,"GCN1 sgRNA 1,2"
KLHL20,0.618,0.831,"GCN1 sgRNA 1,2"
ILKAP,0.513,0.831,"GCN1 sgRNA 1,2"
ZNF852,0.342,0.831,"GCN1 sgRNA 1,2"
MASTL,0.798,0.831,"GCN1 sgRNA 1,2"
ZNF133,0.922,0.831,"GCN1 sgRNA 1,2"
ZNF7,0.447,0.83,"GCN1 sgRNA 1,2"
GGNBP2,1.061,0.83,"GCN1 sgRNA 1,2"
ZNF343,0.869,0.83,"GCN1 sgRNA 1,2"
NOP56,0.543,0.829,"GCN1 sgRNA 1,2"
CSTF1,0.924,0.829,"GCN1 sgRNA 1,2"
ODR4,0.752,0.828,"GCN1 sgRNA 1,2"
UIMC1,0.857,0.828,"GCN1 sgRNA 1,2"
WDR76,0.884,0.828,"GCN1 sgRNA 1,2"
C16orf87,0.768,0.828,"GCN1 sgRNA 1,2"
RNF135,1.036,0.828,"GCN1 sgRNA 1,2"
STK17B,0.734,0.827,"GCN1 sgRNA 1,2"
RUFY1,0.828,0.827,"GCN1 sgRNA 1,2"
RMND5B,0.455,0.827,"GCN1 sgRNA 1,2"
RIC8B,1.092,0.827,"GCN1 sgRNA 1,2"
ANKRD54,0.706,0.827,"GCN1 sgRNA 1,2"
ZNF561,1.009,0.826,"GCN1 sgRNA 1,2"
ZNF205,1.047,0.824,"GCN1 sgRNA 1,2"
ZNF324,0.372,0.824,"GCN1 sgRNA 1,2"
KIF18A,0.839,0.823,"GCN1 sgRNA 1,2"
HOXB3,1.238,0.822,"GCN1 sgRNA 1,2"
MLH1,1.004,0.821,"GCN1 sgRNA 1,2"
GTF2IRD1,0.599,0.821,"GCN1 sgRNA 1,2"
ZNF195,0.893,0.821,"GCN1 sgRNA 1,2"
POLA2,0.324,0.821,"GCN1 sgRNA 1,2"
NAA25,0.91,0.821,"GCN1 sgRNA 1,2"
C18orf21,0.405,0.821,"GCN1 sgRNA 1,2"
MAU2,0.78,0.82,"GCN1 sgRNA 1,2"
ZNF554,1.142,0.819,"GCN1 sgRNA 1,2"
BRPF1,0.219,0.817,"GCN1 sgRNA 1,2"
ZNF101,0.973,0.817,"GCN1 sgRNA 1,2"
METTL18,0.981,0.816,"GCN1 sgRNA 1,2"
IPPK,0.221,0.816,"GCN1 sgRNA 1,2"
SGF29,1.001,0.815,"GCN1 sgRNA 1,2"
ZNF521,1.31,0.814,"GCN1 sgRNA 1,2"
FBXO38,0.807,0.813,"GCN1 sgRNA 1,2"
UBAP1,0.81,0.813,"GCN1 sgRNA 1,2"
ZSWIM5,0.643,0.812,"GCN1 sgRNA 1,2"
SPINK5,1.154,0.812,"GCN1 sgRNA 1,2"
ESCO2,0.301,0.812,"GCN1 sgRNA 1,2"
COG1,1.075,0.812,"GCN1 sgRNA 1,2"
ZNHIT6,0.936,0.811,"GCN1 sgRNA 1,2"
SPATA5,0.789,0.811,"GCN1 sgRNA 1,2"
PYM1,0.629,0.811,"GCN1 sgRNA 1,2"
RAE1,0.662,0.811,"GCN1 sgRNA 1,2"
PNO1,0.41,0.81,"GCN1 sgRNA 1,2"
DCAF17,1.246,0.81,"GCN1 sgRNA 1,2"
TRAPPC2,0.586,0.81,"GCN1 sgRNA 1,2"
KLHDC4,0.635,0.81,"GCN1 sgRNA 1,2"
CRTC2,0.644,0.809,"GCN1 sgRNA 1,2"
ZCCHC8,0.941,0.809,"GCN1 sgRNA 1,2"
GFER,0.602,0.808,"GCN1 sgRNA 1,2"
CASP3,0,0.806,"GCN1 sgRNA 1,2"
APEX2,0.657,0.805,"GCN1 sgRNA 1,2"
RAPGEF6,1.079,0.802,"GCN1 sgRNA 1,2"
TAF1,0.365,0.802,"GCN1 sgRNA 1,2"
MYNN,0.543,0.8,"GCN1 sgRNA 1,2"
AKAP8L,0.816,0.799,"GCN1 sgRNA 1,2"
TTF1,0.963,0.798,"GCN1 sgRNA 1,2"
ZNF431,1.268,0.798,"GCN1 sgRNA 1,2"
ZNF787,0.525,0.796,"GCN1 sgRNA 1,2"
TMEM242,0.773,0.795,"GCN1 sgRNA 1,2"
RBM39,0.531,0.795,"GCN1 sgRNA 1,2"
PUM1,0.402,0.794,"GCN1 sgRNA 1,2"
EMSY,0.263,0.794,"GCN1 sgRNA 1,2"
PRDM15,0.675,0.794,"GCN1 sgRNA 1,2"
RBM48,0.769,0.793,"GCN1 sgRNA 1,2"
IRX5,1.157,0.793,"GCN1 sgRNA 1,2"
ZNF562,0.702,0.793,"GCN1 sgRNA 1,2"
YTHDF2,0.636,0.792,"GCN1 sgRNA 1,2"
TLK2,0.816,0.792,"GCN1 sgRNA 1,2"
PRELID3A,1.399,0.792,"GCN1 sgRNA 1,2"
DNAH1,0.043,0.791,"GCN1 sgRNA 1,2"
BPTF,0.472,0.791,"GCN1 sgRNA 1,2"
TNFRSF21,0.408,0.79,"GCN1 sgRNA 1,2"
ZNF777,0.676,0.79,"GCN1 sgRNA 1,2"
KRBOX4,0.765,0.789,"GCN1 sgRNA 1,2"
CCDC113,0.923,0.788,"GCN1 sgRNA 1,2"
RTTN,0.729,0.788,"GCN1 sgRNA 1,2"
CEP89,0.502,0.788,"GCN1 sgRNA 1,2"
EXOSC7,0.384,0.787,"GCN1 sgRNA 1,2"
DZIP1L,1.058,0.786,"GCN1 sgRNA 1,2"
PDSS1,1.054,0.786,"GCN1 sgRNA 1,2"
ORC6,0.711,0.786,"GCN1 sgRNA 1,2"
XRCC1,0.957,0.785,"GCN1 sgRNA 1,2"
BICRA,0.784,0.785,"GCN1 sgRNA 1,2"
EBAG9,0.965,0.784,"GCN1 sgRNA 1,2"
MOB2,0.285,0.784,"GCN1 sgRNA 1,2"
CSTF2T,0.91,0.784,"GCN1 sgRNA 1,2"
